duration,src_bytes,dst_bytes,count,srv_count,label
0.4692680899768591,4091,3548,56,67,0
3.010121430917521,4823,1686,33,27,0
1.3167456935454493,4782,1341,38,93,1
0.9129425537759532,1748,3956,6,32,0
0.16962487046234628,1545,3698,58,50,0
0.16959629191460518,4299,1490,44,61,0
0.059838768608680676,4023,1241,45,51,0
2.0112308644799395,353,3963,32,19,0
0.9190821536272645,3283,1116,45,21,1
1.2312500617045903,2657,3677,61,5,0
0.020799307999138622,198,334,47,82,0
3.503557475158312,2300,2494,21,92,0
1.786429543354675,3061,61,80,42,1
0.238687625248947,4533,1680,85,61,0
0.20067898874966336,3877,3423,75,22,1
0.20261142283225705,2969,3374,36,21,0
0.3627537294604771,3334,2596,99,70,0
0.7439278308608545,3891,803,19,1,0
0.5655370667803367,1056,2132,20,5,0
0.3442229925539415,4167,2824,57,12,0
0.9463708738997987,260,2946,18,90,0
0.15023452872733867,4593,139,47,46,0
0.34551551200240227,1400,825,49,34,1
0.45627721822084705,4087,2702,14,49,0
0.608934687859775,1627,3067,15,78,0
1.537936011030912,1318,1675,31,90,1
0.2227358621286903,4596,3119,1,45,0
0.7220291550331277,4835,467,54,27,0
0.8975047213097606,3204,164,3,73,1
0.047563849756408545,2835,666,16,26,0
0.9353330206496101,4655,3317,87,47,0
0.18696125197741642,1054,875,57,86,0
0.06726393087930424,4665,3622,75,56,0
2.973687793506931,3546,1699,12,94,0
3.3706303424611725,1145,1566,74,63,0
1.6523315728128767,1793,3196,96,48,1
0.3632878599687583,3536,462,16,61,0
0.10277731500250624,662,3497,72,81,0
1.1527507630986618,2585,3541,76,26,0
0.5800908425853983,3454,778,24,36,0
0.13015223395444864,325,3398,28,1,0
0.6835472281341501,4993,3118,8,8,0
0.034993721443479085,1059,2858,92,99,0
2.400422887393024,4648,725,36,52,0
0.2994577768406861,3167,3515,90,79,1
1.0862557985649803,915,1942,8,47,0
0.37354658165762367,4854,2554,58,56,1
0.7341108959092286,4742,3017,60,86,0
0.7912237979817975,3220,2289,50,14,1
0.20438859950790575,116,2836,28,90,0
3.4928071327362264,1343,3810,92,28,0
1.4922453771381408,2305,1172,41,87,0
2.8050944192915823,2624,1621,64,78,0
2.2521519975341966,1169,1027,27,88,0
0.911054412383275,3544,1058,63,2,0
2.549435379269405,2665,2193,17,26,0
0.09265545895311562,1160,1737,73,14,0
0.21813469463126745,2427,2760,33,59,0
0.046281965686831954,3520,3311,84,56,0
0.3935320868030868,401,3857,77,7,0
0.4921302917942186,4376,86,92,3,0
0.3165604432088257,706,3901,29,23,0
1.764557865240934,3270,3490,13,18,1
0.44122699952987016,799,3816,46,38,0
0.3298028401342492,1239,1598,35,99,0
0.782407083207746,290,2376,6,15,0
0.15189814782062885,2400,2314,82,64,1
1.6204835957747312,1080,2964,69,89,0
0.07747586881130901,3075,922,47,28,0
4.33414633958732,1284,1871,25,74,0
1.4794837762415114,3427,1346,66,39,0
0.22153944050588595,3494,2159,10,57,0
0.005537420375935475,227,645,56,17,1
1.689896777486126,2165,1953,30,86,1
1.2270959073870447,1916,778,5,90,0
1.305662908787999,669,1415,33,44,0
1.4752145260435134,1995,446,65,25,1
0.07692926551379635,2833,748,18,17,0
0.4438926724162325,3963,3140,96,13,0
0.12315010460444965,4821,2274,49,84,0
1.9885295716582227,4114,1685,11,25,0
0.9763011917123741,3001,445,85,68,0
0.401818801251301,1786,2542,26,10,0
0.06566806580478289,3109,3354,63,67,1
0.3724883504103537,254,125,89,18,1
0.39331421318413134,2637,314,86,86,0
1.3078757839577408,1509,2552,59,34,0
1.01488935892602,4157,1869,27,8,1
2.1822519124015147,884,767,49,40,1
0.6390661333763098,3275,2832,77,83,0
0.1273723936155019,4441,3505,33,42,1
1.2491263443165994,2906,3685,98,41,1
1.430392753076864,637,900,99,6,0
0.8238874948858288,1941,3627,1,52,0
1.4738899667213645,2555,1440,21,26,0
0.6808147315102779,624,193,55,64,0
0.739678838777267,3050,934,6,98,0
0.5578141939084273,4231,3190,92,59,1
0.02574777399011373,4880,3220,81,56,0
0.11416743519186584,4215,445,69,59,0
0.03193368129305382,2468,3146,95,70,0
1.0117295509275495,3947,3045,5,33,0
0.37739670879509984,4595,2988,3,53,1
0.7104371771341901,2801,1542,53,22,0
2.3812655298459755,1071,3605,23,21,0
0.28673882298329834,1266,3686,53,70,0
0.5282819748826726,2874,3272,37,70,0
1.4087491475385834,2082,1217,74,4,0
0.25980515691739403,953,2666,74,94,0
0.08010427855017636,4246,1112,83,75,0
0.3421403038870571,3836,2206,17,62,0
0.17580835850006285,3869,3814,85,62,0
2.6549500858806248,674,1115,78,94,0
1.6508870804845694,3361,1259,73,95,1
1.003494190520531,1248,3032,1,24,0
2.051519730520813,1815,2495,51,55,0
1.6279689407405564,4877,3344,45,9,0
0.20649547635863907,3954,683,77,3,0
2.230813405235561,2591,1206,4,31,0
0.775099901966172,2760,3284,62,40,0
1.6473482913035662,3224,1288,65,36,1
2.2642426492862313,3151,782,32,24,0
0.38273071641831846,104,284,34,95,0
0.11659216012385083,4969,3964,92,6,0
0.25868674613938136,976,2755,95,66,1
0.5570576927486144,1091,800,72,84,0
1.703829726638945,4242,2685,39,92,0
1.9713449718798333,4464,3130,26,75,0
0.006976409181650647,4565,3195,34,4,0
0.7148761593385558,735,1003,54,79,0
0.5402733209186713,1793,2589,3,6,1
0.2511673382758245,1782,3010,50,94,0
0.1276803915456468,4852,3374,12,51,0
0.41190857986243246,219,3351,65,62,0
2.8631211226911497,930,1592,54,57,0
